<ID|readonly|noverify>;<English>▃USA▀GER▂USSR▄UK▅JP☀ROC␗PRC▄IT▄FRISR⚜FR◊GDR◄FRG◐HUN◔HUN◗NLD◘NLD
uk_cruiser_enterprise_d52_2;HMS Enterprise
uk_cruiser_enterprise_d52_EC_0;Emerald-class, HMS Enterprise (D52), 1944
uk_cruiser_enterprise_d52_EC_1;HMS Enterprise
uk_cruiser_enterprise_d52_EC_2;HMS Enterprise
structures/germ_380mm_skc34_0;Battleship artillery
structures/germ_380mm_skc34_1;Battleship artillery
structures/germ_380mm_skc34_2;Battleship artillery
germ_truck_sdkfz_6_2_tent_0;Sd.Kfz. 6
germ_truck_sdkfz_6_2_tent_1;Sd.Kfz. 6
germ_truck_sdkfz_6_2_tent_2;Vehicle
uk_truck_us6_studebaker_tent_0;Studebaker US6
uk_truck_us6_studebaker_tent_1;Studebaker US6
uk_truck_us6_studebaker_tent_2;Vehicle
uk_truck_us6_studebaker_board_0;Studebaker US6
uk_truck_us6_studebaker_board_1;Studebaker US6
uk_truck_us6_studebaker_board_2;Vehicle
us_truck_us6_studebaker_tent_0;Studebaker US6
us_truck_us6_studebaker_tent_1;Studebaker US6
us_truck_us6_studebaker_tent_2;Vehicle
us_truck_us6_studebaker_board_0;Studebaker US6
us_truck_us6_studebaker_board_1;Studebaker US6
us_truck_us6_studebaker_board_2;Vehicle
jp_truck_type_94_isuzu_0;Isuzu Type-94
jp_truck_type_94_isuzu_1;Isuzu Type-94
jp_truck_type_94_isuzu_2;Vehicle
ussr_truck_gaz_aaa_0;GAZ-AAA
ussr_truck_gaz_aaa_1;GAZ-AAA
ussr_truck_gaz_aaa_2;Vehicle
ussr_apc_btr_152_0;BTR-152
ussr_apc_btr_152_1;BTR-152
ussr_apc_btr_152_2;APC
us_apc_m113_0;M113
us_apc_m113_1;M113
us_apc_m113_2;APC
germ_apc_m113_0;M113
germ_apc_m113_1;M113
germ_apc_m113_2;APC
ussr_apc_bmp_1_0;BMP-1
ussr_apc_bmp_1_1;BMP-1
ussr_apc_bmp_1_2;IFV
germ_at_gun_pak36_0;3.7 cm anti-tank gun mod. 1935/1936 (PaK)
germ_at_gun_pak36_1;3.7 cm AT PaK
germ_at_gun_pak36_2;Anti-tank gun
germ_at_gun_pak38_0;5 cm anti-tank gun PaK38
germ_at_gun_pak38_1;5 cm AT PaK38
germ_at_gun_pak38_2;Anti-tank gun
germ_at_gun_pak40_shop;7.5 cm PaK 40
germ_at_gun_pak40_0;7.5 cm anti-tank gun PaK40
germ_at_gun_pak40_1;7.5 cm AT PaK40
germ_at_gun_pak40_2;Anti-tank gun
uk_at_gun_qf6pounder_0;6-pounder anti-tank gun
uk_at_gun_qf6pounder_1;6pdr AT
uk_at_gun_qf6pounder_2;Anti-tank gun
uk_at_gun_qf17pounder_0;17-pounder anti-tank gun
uk_at_gun_qf17pounder_1;17pdr AT
uk_at_gun_qf17pounder_2;Anti-tank gun
us_at_gun_m1_0;57 mm anti-tank gun M1
us_at_gun_m1_1;57 mm AT M1
us_at_gun_m1_2;Anti-tank gun
us_at_m40_0;106 mm anti-tank gun М40
us_at_m40_1;106 mm AT М40
us_at_m40_2;Anti-tank gun
ussr_at_gun_53k_0;45 mm anti-tank gun mod. 1937 (53-K)
ussr_at_gun_53k_1;45 mm AT 53-K
ussr_at_gun_53k_2;Anti-tank gun
ussr_at_spg_9_0;73 mm anti-tank gun SPG-9
ussr_at_spg_9_1;73 mm AT SPG-9
ussr_at_spg_9_2;Anti-tank gun
jp_at_37mm_type_1_0;37 mm anti-tank gun Type 1
jp_at_37mm_type_1_1;37 mm AT Type 1
jp_at_37mm_type_1_2;Anti-tank gun
us_tucumcari_pgh2_shop;USS Tucumcari
us_tucumcari_pgh2_0;USS Tucumcari (PGH-2)
us_tucumcari_pgh2_1;USS Tucumcari
us_tucumcari_pgh2_2;USS Tucumcari
germ_kanonenboot_k2_shop;K2
germ_kanonenboot_k2_0;K-class, K2, 1941
germ_kanonenboot_k2_1;K2
germ_kanonenboot_k2_2;K2
germ_destroyer_class1924_leopard1932_shop;Leopard
germ_destroyer_class1924_leopard1932_0;Raubtier-class, Leopard, 1932
germ_destroyer_class1924_leopard1932_1;Leopard
germ_destroyer_class1924_leopard1932_2;Leopard
germ_destroyer_class1924_leopard1932_EC_0;Type 1924 Leopard, modernization of 1932
germ_destroyer_class1924_leopard1932_EC_1;Type 1924
germ_destroyer_class1924_leopard1932_EC_2;Type 1924
germ_destroyer_class1939_t22_shop;T22
germ_destroyer_class1939_t22_0;Type 1939-class, T22, 1944
germ_destroyer_class1939_t22_1;T22
germ_destroyer_class1939_t22_2;T22
germ_destroyer_class1939_t22_EC_0;Type 1939-class, T22, 1944
germ_destroyer_class1939_t22_EC_1;T22
germ_destroyer_class1939_t22_EC_2;T22
germ_pr_206_shop;Pr. 206
germ_pr_206_0;Pr. 206 "Shershen"
germ_pr_206_1;Pr. 206
germ_pr_206_2;Pr. 206
germ_cruiser_emden_1944_shop;Emden
germ_cruiser_emden_1944_0;Emden-class, Emden, 1944
germ_cruiser_emden_1944_1;Emden
germ_cruiser_emden_1944_2;Emden
germ_cruiser_emden_1944_EC_0;Emden, 1944
germ_cruiser_emden_1944_EC_1;Emden
germ_cruiser_emden_1944_EC_2;Emden
us_cruiser_omaha_class_trenton_shop;USS Trenton
us_cruiser_omaha_class_trenton_0;Omaha-class, USS Trenton (CL-11), 1930
us_cruiser_omaha_class_trenton_1;USS Trenton
us_cruiser_omaha_class_trenton_2;USS Trenton
us_destroyer_clemson_litchfield_shop;USS Litchfield
us_destroyer_clemson_litchfield_0;Clemson-class, USS Litchfield (DD-336), 1936
us_destroyer_clemson_litchfield_1;USS Litchfield
us_destroyer_clemson_litchfield_2;USS Litchfield
ussr_pr_206_shop;Pr. 206
ussr_pr_206_0;Pr.206 "Shershen"
ussr_pr_206_1;Pr. 206
ussr_pr_206_2;Pr. 206
ussr_pr_206_race_shop;Pr. 206
ussr_pr_206_race_0;Project 206 "Shershen"
ussr_pr_206_race_1;Pr. 206
ussr_pr_206_race_2;Pr. 206
us_destroyer_clemson_barker_shop;USS Barker
us_destroyer_clemson_barker_0;Clemson-class, USS Barker (DD-213), 1942
us_destroyer_clemson_barker_1;USS Barker
us_destroyer_clemson_barker_2;USS Barker
germ_cargo_ship_goldenfels_shop;Cargo ship
germ_cargo_ship_goldenfels_0;Cargo ship
germ_cargo_ship_goldenfels_1;Cargo ship
germ_cargo_ship_goldenfels_2;Cargo ship
germ_cargo_ship_goldenfels_EC_0;Cargo ship
germ_cargo_ship_goldenfels_EC_1;Cargo ship
germ_cargo_ship_goldenfels_EC_2;Cargo ship
us_cargo_ship_liberty_shop;Cargo ship
us_cargo_ship_liberty_0;Cargo ship
us_cargo_ship_liberty_1;Cargo ship
us_cargo_ship_liberty_2;Cargo ship
us_cargo_ship_liberty_EC_0;Cargo ship
us_cargo_ship_liberty_EC_1;Cargo ship
us_cargo_ship_liberty_EC_2;Cargo ship
us_cargo_ship_ss_ohio_shop;Cargo ship
us_cargo_ship_ss_ohio_0;Cargo ship
us_cargo_ship_ss_ohio_1;Cargo ship
us_cargo_ship_ss_ohio_2;Cargo ship
ussr_m551_football_shop;
ussr_m551_football_0;
ussr_m551_football_1;
ussr_m551_football_2;
us_m551_football_shop;
us_m551_football_0;
us_m551_football_1;
us_m551_football_2;
ussr_destroyer_7y_stroyny_shop;Stroyny
ussr_destroyer_7y_stroyny_0;Pr.7U, Stroyny, 1945
ussr_destroyer_7y_stroyny_1;Stroyny
ussr_destroyer_7y_stroyny_2;Stroyny
ussr_1124_art_shop;Pr.1124 [E]
ussr_1124_art_0;Pr.1124 early modification
ussr_1124_art_1;Pr.1124 [E]
ussr_1124_art_2;Pr.1124 [E]
ussr_1124_rct_shop;Pr.1124 MLRS
ussr_1124_rct_0;Pr.1124 MLRS
ussr_1124_rct_1;Pr.1124 MLRS
ussr_1124_rct_2;Pr.1124 MLRS
ussr_1124_ack_shop;Pr.1124 [L]
ussr_1124_ack_0;Pr.1124 late modification
ussr_1124_ack_1;Pr.1124 [L]
ussr_1124_ack_2;Pr.1124 [L]
ussr_bmo_shop;BMO
ussr_bmo_0;BMO pr 194
ussr_bmo_1;BMO
ussr_bmo_2;BMO
ussr_d3_shop;D-3
ussr_d3_0;Pr.P-19-ОК, D-3-class
ussr_d3_1;D-3
ussr_d3_2;D-3
ussr_g5_mtb_shop;G-5
ussr_g5_mtb_0;G-5 Type
ussr_g5_mtb_1;G-5
ussr_g5_mtb_2;G-5
ussr_mo_4_shop;MO-4
ussr_mo_4_0;MO-4 Type
ussr_mo_4_1;MO-4
ussr_mo_4_2;MO-4
ussr_od_200_shop;OD-200
ussr_od_200_0;OD-200
ussr_od_200_1;OD-200
ussr_od_200_2;OD-200
ussr_pr_191m_shop;Pr.191M
ussr_pr_191m_0;Pr.191M
ussr_pr_191m_1;Pr.191M
ussr_pr_191m_2;Pr.191M
ussr_mbk_161_1944_shop;MBK-161 [L]
ussr_mbk_161_1944_0;MBK-161 late modification
ussr_mbk_161_1944_1;MBK-161 [L]
ussr_mbk_161_1944_2;MBK-161 [L]
ussr_mpk_122a_shop;MPK pr.122A
ussr_mpk_122a_0;MPK pr.122A
ussr_mpk_122a_1;MPK pr.122A
ussr_mpk_122a_2;MPK pr.122A
ussr_mpk_163_shop;MPK-163
ussr_mpk_163_0;Pr.122bis (MPK-163)
ussr_mpk_163_1;MPK-163
ussr_mpk_163_2;MPK-163
ussr_pr_206m_shop;Pr.206-M
ussr_pr_206m_0;Pr.206-M "Shtorm"
ussr_pr_206m_1;Pr.206-M
ussr_pr_206m_2;Pr.206-M
ussr_pr_1204_late_shop;Pr.1204 [L]
ussr_pr_1204_late_0;Pr.1204 late modification
ussr_pr_1204_late_1;Pr.1204 [L]
ussr_pr_1204_late_2;Pr.1204 [L]
ussr_skr_pr159_shop;SKR-1
ussr_skr_pr159_0;Pr.159, SKR-1
ussr_skr_pr159_1;SKR-1
ussr_skr_pr159_2;SKR-1
ussr_cruiser_krasnyi_kavkaz_shop;Krasny Kavkaz
ussr_cruiser_krasnyi_kavkaz_0;Svetlana-class, Krasny Kavkaz, 1944
ussr_cruiser_krasnyi_kavkaz_1;Krasny Kavkaz
ussr_cruiser_krasnyi_kavkaz_2;Krasny Kavkaz
ussr_destroyer_frunze_shop;Frunze
ussr_destroyer_frunze_0;Novik-class, Frunze, 1940
ussr_destroyer_frunze_1;Frunze
ussr_destroyer_frunze_2;Frunze
us_destroyer_farragut_1942_shop;USS Aylwin
us_destroyer_farragut_1942_0;Farragut-class, USS Aylwin (DD-355), 1942
us_destroyer_farragut_1942_1;USS Aylwin
us_destroyer_farragut_1942_2;USS Aylwin
uk_70ft_mgb_shop;MGB-61
uk_70ft_mgb_0;70 ft MGB-61
uk_70ft_mgb_1;MGB-61
uk_70ft_mgb_2;MGB-61
uk_mtb_1series_shop;MTB-1(1)
uk_mtb_1series_0;MTB-1 1 series
uk_mtb_1series_1;MTB-1(1)
uk_mtb_1series_2;MTB-1(1)
uk_mtb_vosper_1series_shop;MTB Vosper
uk_mtb_vosper_1series_0;MTB Vosper 1 series
uk_mtb_vosper_1series_1;MTB Vosper
uk_mtb_vosper_1series_2;MTB Vosper
uk_mtb_vosper_2series_shop;MTB Vosper(2)
uk_mtb_vosper_2series_0;MTB Vosper 2 series
uk_mtb_vosper_2series_1;MTB Vosper(2)
uk_mtb_vosper_2series_2;MTB Vosper(2)
uk_sgb_304_shop;SGB Grey Fox
uk_sgb_304_0;SGB Grey Fox (S304)
uk_sgb_304_1;SGB Grey Fox
uk_sgb_304_2;SGB Grey Fox
uk_sgb_309_shop;SGB Grey Goose
uk_sgb_309_0;SGB Grey Goose (S309)
uk_sgb_309_1;SGB Grey Goose
uk_sgb_309_2;SGB Grey Goose
uk_brave_borderer_shop;Brave Borderer
uk_brave_borderer_0;Brave-class, Brave Borderer (P1011)
uk_brave_borderer_1;Brave Borderer
uk_brave_borderer_2;Brave Borderer
uk_dark_class_shop;Dark Adventurer
uk_dark_class_0;Dark-class, Dark Adventurer (FPB 1101)
uk_dark_class_1;Dark Adventurer
uk_dark_class_2;Dark Adventurer
uk_dark_class_mtb_shop;Dark Aggressor
uk_dark_class_mtb_0;Dark-class, Dark Aggressor (FPB 1102)
uk_dark_class_mtb_1;Dark Aggressor
uk_dark_class_mtb_2;Dark Aggressor
uk_isles_class_trawler_shop;HMS Liscomb
uk_isles_class_trawler_0;Isles-class, HMS Liscomb (T-285)
uk_isles_class_trawler_1;HMS Liscomb
uk_isles_class_trawler_2;HMS Liscomb
uk_destroyer_haida_shop;HMCS Haida
uk_destroyer_haida_0;Tribal-class, HMCS Haida (G63), 1943
uk_destroyer_haida_1;HMCS Haida
uk_destroyer_haida_2;HMCS Haida
uk_fairmile_a_ml100_shop;Fairmile A (ML100)
uk_fairmile_a_ml100_0;Fairmile A (ML100)
uk_fairmile_a_ml100_1;Fairmile A (ML100)
uk_fairmile_a_ml100_2;Fairmile A (ML100)
uk_fairmile_b_ml345_shop;Fairmile B (ML345)
uk_fairmile_b_ml345_0;Fairmile B (ML345)
uk_fairmile_b_ml345_1;Fairmile B (ML345)
uk_fairmile_b_ml345_2;Fairmile B (ML345)
uk_destroyer_g_grafton_shop;HMS Grafton
uk_destroyer_g_grafton_0;G-class, HMS Grafton (H89), 1936
uk_destroyer_g_grafton_1;G-class
uk_destroyer_g_grafton_2;G-class
uk_destroyer_g_grafton_EC_0;G-class, HMS Grafton (H89), 1936
uk_destroyer_g_grafton_EC_1;G-class
uk_destroyer_g_grafton_EC_2;G-class
uk_destroyer_tribal_shop;HMS Eskimo
uk_destroyer_tribal_0;Tribal-Class, HMS Eskimo (F75), 1941
uk_destroyer_tribal_1;HMS Eskimo
uk_destroyer_tribal_2;HMS Eskimo
uk_destroyer_tribal_EC_0;Tribal-Class, HMS Eskimo (F75), 1941
uk_destroyer_tribal_EC_1;HMS Eskimo
uk_destroyer_tribal_EC_2;HMS Eskimo
uk_fairmile_c_332_shop;Fairmile C (332)
uk_fairmile_c_332_0;Fairmile C (332)
uk_fairmile_c_332_1;Fairmile C (332)
uk_fairmile_c_332_2;Fairmile C (332)
uk_fairmile_d_697_800_shop;Fairmile D (697)
uk_fairmile_d_697_800_0;Fairmile D (697)
uk_fairmile_d_697_800_1;Fairmile D (697)
uk_fairmile_d_697_800_2;Fairmile D (697)
uk_fairmile_c_shop;Fairmile C (312)
uk_fairmile_c_0;Fairmile C (312)
uk_fairmile_c_1;Fairmile C (312)
uk_fairmile_c_2;Fairmile C (312)
uk_fairmile_d_617_632_shop;Fairmile D (617)
uk_fairmile_d_617_632_0;Fairmile D (617)
uk_fairmile_d_617_632_1;Fairmile D (617)
uk_fairmile_d_617_632_2;Fairmile D (617)
uk_fairmile_d_601_616_shop;Fairmile D (601)
uk_fairmile_d_601_616_0;Fairmile D (601)
uk_fairmile_d_601_616_1;Fairmile D (601)
uk_fairmile_d_601_616_2;Fairmile D (601)
uk_destroyer_clemson_churchill_shop;HMS Churchill
uk_destroyer_clemson_churchill_0;Town-class, HMS Churchill (I45), 1942
uk_destroyer_clemson_churchill_1;HMS Churchill
uk_destroyer_clemson_churchill_2;HMS Churchill
uk_destroyer_clemson_churchill_EC_0;Clemson-class, HMS Churchill (L45)
uk_destroyer_clemson_churchill_EC_1;Clemson
uk_destroyer_clemson_churchill_EC_2;Clemson
uk_destroyer_battle_tobruk_shop;HMAS Tobruk
uk_destroyer_battle_tobruk_0;Battle-class, HMAS Tobruk (D37), 1950
uk_destroyer_battle_tobruk_1;HMAS Tobruk
uk_destroyer_battle_tobruk_2;HMAS Tobruk
uk_destroyer_battle_2series_shop;HMS Armada
uk_destroyer_battle_2series_0;Battle-class, HMS Armada (D14), 1943
uk_destroyer_battle_2series_1;HMS Armada
uk_destroyer_battle_2series_2;HMS Armada
uk_destroyer_j_class_shop;HMS Jervis
uk_destroyer_j_class_0;J-class, HMS Jervis (F00), 1944
uk_destroyer_j_class_1;HMS Jervis
uk_destroyer_j_class_2;HMS Jervis
uk_destroyer_k_class_shop;HMS Kelvin
uk_destroyer_k_class_0;K-class, HMS Kelvin (F37), 1939
uk_destroyer_k_class_1;HMS Kelvin
uk_destroyer_k_class_2;HMS Kelvin
uk_destroyer_n_class_shop;HMAS Nepal
uk_destroyer_n_class_0;N-class, HMAS Nepal (G25), 1942
uk_destroyer_n_class_1;HMAS Nepal
uk_destroyer_n_class_2;HMAS Nepal
uk_destroyer_n_class_EC_0;N-class, HMAS Nepal (G25), 1942
uk_destroyer_n_class_EC_1;HMAS Nepal
uk_destroyer_n_class_EC_2;HMAS Nepal
uk_destroyer_hunt_2series_shop;HMS Calpe
uk_destroyer_hunt_2series_0;Hunt-class, HMS Calpe (L71), 1942
uk_destroyer_hunt_2series_1;HMS Calpe
uk_destroyer_hunt_2series_2;HMS Calpe
uk_destroyer_hunt_4series_shop;HMS Brissenden
uk_destroyer_hunt_4series_0;Hunt-class, HMS Brissenden (L79), 1943
uk_destroyer_hunt_4series_1;HMS Brissenden
uk_destroyer_hunt_4series_2;HMS Brissenden
uk_flower_class_shop;HMCS Brantford
uk_flower_class_0;Flower-class, HMCS Brantford (K-218)
uk_flower_class_1;HMCS Brantford
uk_flower_class_2;HMCS Brantford
uk_frigate_river_shop;HMS Spey
uk_frigate_river_0;River-class, HMS Spey (K-246)
uk_frigate_river_1;HMS Spey
uk_frigate_river_2;HMS Spey
us_elco_80ft_pt_boat_thunderbolt_shop;Thunderbolt (PT-556)
us_elco_80ft_pt_boat_thunderbolt_0;Elco 80 ft, Thunderbolt (PT-556)
us_elco_80ft_pt_boat_thunderbolt_1;Thunderbolt (PT-556)
us_elco_80ft_pt_boat_thunderbolt_2;Thunderbolt (PT-556)
germ_escort_typem1943_shop;M-802
germ_escort_typem1943_0;M-class, M-802
germ_escort_typem1943_1;M-802
germ_escort_typem1943_2;M-802
germ_ls4_class_shop;LS 4 Esau
germ_ls4_class_0;LS 4 Esau
germ_ls4_class_1;LS 4 Esau
germ_ls4_class_2;LS 4 Esau
ussr_g5_mtb_shvak_shop;G-5 (ShVAK)
ussr_g5_mtb_shvak_0;G-5 Type (ShVAK)
ussr_g5_mtb_shvak_1;G-5
ussr_g5_mtb_shvak_2;G-5
ussr_mkl_186_mk85_shop;MBK pr.186 (MK 85)
ussr_mkl_186_mk85_0;MBK pr.186 (MK 85)
ussr_mkl_186_mk85_1;MBK pr.186 (MK 85)
ussr_mkl_186_mk85_2;MBK pr.186 (MK 85)
germ_destroyer_class1934a_1940_shop;Z12 Erich Giese
germ_destroyer_class1934a_1940_0;Type 1934A-class, Z12 Erich Giese, 1940
germ_destroyer_class1934a_1940_1;Z12 Erich Giese
germ_destroyer_class1934a_1940_2;Z12 Erich Giese
germ_destroyer_class1934a_1940_EC_0;Type 1934A-class, Z12 Erich Giese, 1940
germ_destroyer_class1934a_1940_EC_1;Z12 Erich Giese
germ_destroyer_class1934a_1940_EC_2;Z12 Erich Giese
ussr_ya_5m_shop;Ya-5M
ussr_ya_5m_0;Ya-5M
ussr_ya_5m_1;Ya-5M
ussr_ya_5m_2;Ya-5M
ussr_pr_191_shop;Pr.191
ussr_pr_191_0;Pr.191
ussr_pr_191_1;Pr.191
ussr_pr_191_2;Pr.191
ussr_pr_123k_hydrofoils_shop;Pr.123K (A-10bis)
ussr_pr_123k_hydrofoils_0;Pr.123K (A-10bis)
ussr_pr_123k_hydrofoils_1;Pr.123K (A-10bis)
ussr_pr_123k_hydrofoils_2;Pr.123K (A-10bis)
uk_fairmile_d_5001_5029_shop;Fairmile D (5001)
uk_fairmile_d_5001_5029_0;Fairmile D (5001)
uk_fairmile_d_5001_5029_1;Fairmile D (5001)
uk_fairmile_d_5001_5029_2;Fairmile D (5001)
germ_destroyer_class1936_z20_tutorial_shop;Destroyer
germ_destroyer_class1936_z20_tutorial_0;Destroyer
germ_destroyer_class1936_z20_tutorial_1;Destroyer
germ_destroyer_class1936_z20_tutorial_2;Destroyer
uk_mtb_2series_shop;MTB-1(2)
uk_mtb_2series_0;MTB-1 2 series
uk_mtb_2series_1;MTB-1(2)
uk_mtb_2series_2;MTB-1(2)
ussr_destroyer_moskva_shop;Moskva
ussr_destroyer_moskva_0;Leningrad-class, Moskva, 1941
ussr_destroyer_moskva_1;Moskva
ussr_destroyer_moskva_2;Moskva
us_cruiser_omaha_class_raleigh_shop;USS Raleigh
us_cruiser_omaha_class_raleigh_0;Omaha-class, USS Raleigh (CL-7), 1940
us_cruiser_omaha_class_raleigh_1;USS Raleigh
us_cruiser_omaha_class_raleigh_2;USS Raleigh
ussr_cruiser_krasnyi_krim_shop;Krasny Krym
ussr_cruiser_krasnyi_krim_0;Svetlana-class, Krasny Krym, 1943
ussr_cruiser_krasnyi_krim_1;Krasny Krym
ussr_cruiser_krasnyi_krim_2;Krasny Krym
ussr_destroyer_pr20_tashkent_shop;Tashkent
ussr_destroyer_pr20_tashkent_0;Pr.20, Tashkent, 1942
ussr_destroyer_pr20_tashkent_1;Tashkent
ussr_destroyer_pr20_tashkent_2;Tashkent
germ_cruiser_koln_shop;Köln
germ_cruiser_koln_0;К-class, Köln, 1940
germ_cruiser_koln_1;Köln
germ_cruiser_koln_2;Köln
germ_cruiser_koln_EC_0;К-class, Köln, 1940
germ_cruiser_koln_EC_1;Köln
germ_cruiser_koln_EC_2;Köln
uk_cruiser_dido_shop;HMS Dido
uk_cruiser_dido_0;Dido-class, HMS Dido (37), 1941
uk_cruiser_dido_1;Dido
uk_cruiser_dido_2;Dido
uk_cruiser_dido_EC_0;Dido-class, HMS Dido (37), 1941
uk_cruiser_dido_EC_1;Dido
uk_cruiser_dido_EC_2;Dido
us_destroyer_somers_shop;USS Somers
us_destroyer_somers_0;Somers-class, USS Somers (DD-381), 1938
us_destroyer_somers_1;USS Somers
us_destroyer_somers_2;USS Somers
ussr_destroyer_pr30_ognevoy_shop;Ognevoy
ussr_destroyer_pr30_ognevoy_0;Pr.30, Ognevoy, 1944
ussr_destroyer_pr30_ognevoy_1;Ognevoy
ussr_destroyer_pr30_ognevoy_2;Ognevoy
ussr_destroyer_leningrad_shop;Leningrad
ussr_destroyer_leningrad_0;Leningrad-class, Leningrad, 1944
ussr_destroyer_leningrad_1;Leningrad
ussr_destroyer_leningrad_2;Leningrad
us_cruiser_brooklyn_class_brooklyn_shop;USS Brooklyn
us_cruiser_brooklyn_class_brooklyn_0;Brooklyn-class, USS Brooklyn (CL-40), 1941
us_cruiser_brooklyn_class_brooklyn_1;USS Brooklyn
us_cruiser_brooklyn_class_brooklyn_2;USS Brooklyn
ussr_skr_pr35_shop;SKR-7
ussr_skr_pr35_0;Pr. 35 SKR-7
ussr_skr_pr35_1;SKR-7
ussr_skr_pr35_2;SKR-7
germ_destroyer_class1936a_mob_z32_shop;Z32
germ_destroyer_class1936a_mob_z32_0;Type 1936A (Mob)-classe, Z32, 1942
germ_destroyer_class1936a_mob_z32_1;Type 1936A
germ_destroyer_class1936a_mob_z32_2;Type 1936A
uk_cruiser_leander_shop;HMNZS Leander
uk_cruiser_leander_0;Leander-class, HMNZS Leander (75), 1942
uk_cruiser_leander_1;Leander
uk_cruiser_leander_2;Leander
uk_cruiser_leander_EC_0;Leander-class, HMNZS Leander, 1942
uk_cruiser_leander_EC_1;Leander
uk_cruiser_leander_EC_2;Leander
ussr_cruiser_kirov_shop;Kirov
ussr_cruiser_kirov_0;Pr.26, Kirov, 1941
ussr_cruiser_kirov_1;Kirov
ussr_cruiser_kirov_2;Kirov
germ_cruiser_nurnberg_shop;Nürnberg
germ_cruiser_nurnberg_0;Leipzig-class, Nürnberg, 1944
germ_cruiser_nurnberg_1;Nürnberg
germ_cruiser_nurnberg_2;Nürnberg
germ_cruiser_nurnberg_EC_0;Nürnberg-class, Nürnberg, 1944
germ_cruiser_nurnberg_EC_1;Nürnberg
germ_cruiser_nurnberg_EC_2;Nürnberg
ussr_mpk_122bis_shop;MPK Pr.122bis
ussr_mpk_122bis_0;MPK Pr.122bis
ussr_mpk_122bis_1;MPK Pr.122bis
ussr_mpk_122bis_2;MPK Pr.122bis
uk_cruiser_tiger_shop;HMS Tiger
uk_cruiser_tiger_0;Tiger-class, HMS Tiger (C20), 1960
uk_cruiser_tiger_1;HMS Tiger
uk_cruiser_tiger_2;HMS Tiger
jp_t14_class_shop;Type T-14
jp_t14_class_0;Type T-14
jp_t14_class_1;T-14
jp_t14_class_2;T-14
jp_t14_class_mod01_shop;Type T-14 (mod. 1)
jp_t14_class_mod01_0;Type T-14 (mod. 1)
jp_t14_class_mod01_1;Type T-14 (mod. 1)
jp_t14_class_mod01_2;Type T-14 (mod. 1)
jp_type_t1_1941_shop;Type T-1
jp_type_t1_1941_0;Type T-1
jp_type_t1_1941_1;Type T-1
jp_type_t1_1941_2;Type T-1
jp_type38_1944_shop;Type T-38
jp_type38_1944_0;Type T-38
jp_type38_1944_1;Type T-38
jp_type38_1944_2;Type T-38
jp_karotei_type2_shop;Type 4 (mod. 2)
jp_karotei_type2_0;Type 4 (mod. 2), Kuchiku-Tei Ka-Ro
jp_karotei_type2_1;Type 4 (mod. 2)
jp_karotei_type2_2;Type 4 (mod. 2)
jp_abtei_pr1_shop;Soukou-Tei
jp_abtei_pr1_0;Soukou-Tei, Sakigake
jp_abtei_pr1_1;Soukou-Tei
jp_abtei_pr1_2;Soukou-Tei
jp_abtei_pr4_shop;Soukou-Tei №4
jp_abtei_pr4_0;Soukou-Tei, Soukou-Tei №4
jp_abtei_pr4_1;Soukou-Tei №4
jp_abtei_pr4_2;Soukou-Tei №4
jp_sehatei_mod1_shop;Ha-Go (mod. 1)
jp_sehatei_mod1_0;Ha-Go (mod. 1)
jp_sehatei_mod1_1;Ha-Go (mod. 1)
jp_sehatei_mod1_2;Ha-Go (mod. 1
jp_type5_escortboat_shop;Type 5
jp_type5_escortboat_0;Type 5
jp_type5_escortboat_1;Type 5
jp_type5_escortboat_2;Type 5
jp_no1_ch2_shop;Type K-3 №1
jp_no1_ch2_0;Type K-3 №1, Kusentei
jp_no1_ch2_1;Type K-3 №1
jp_no1_ch2_2;Type K-3 №1
jp_no4_ch8_shop;Type K-7 №4
jp_no4_ch8_0;Type K-7 №4, Kusentei
jp_no4_ch8_1;Type K-7 №4
jp_no4_ch8_2;Type K-7 №4
jp_t51b_shop;Type T-51b
jp_t51b_0;Type T-51b
jp_t51b_1;Type T-51b
jp_t51b_2;Type T-51b
jp_type_11_pt_15_shop;PT-15
jp_type_11_pt_15_0;Type 11, PT-15
jp_type_11_pt_15_1;PT-15
jp_type_11_pt_15_2;PT-15
jp_pg02_shop;PG 02
jp_pg02_0;Sparviero-class, PG 02
jp_pg02_1;PG 02
jp_pg02_2;PG 02
jp_destroyer_yugumo_shop;IJN Yugumo
jp_destroyer_yugumo_0;Yugumo-class, IJN Yugumo, 1942
jp_destroyer_yugumo_1;IJN Yugumo
jp_destroyer_yugumo_2;IJN Yugumo
jp_destroyer_yugumo_EC_0;Yugumo-class, IJN Yugumo, 1942
jp_destroyer_yugumo_EC_1;IJN Yugumo
jp_destroyer_yugumo_EC_2;IJN Yugumo
jp_destroyer_mutsuki_shop;IJN Mutsuki
jp_destroyer_mutsuki_0;Mutsuki-class, IJN Mutsuki, 1941
jp_destroyer_mutsuki_1;IJN Mutsuki
jp_destroyer_mutsuki_2;IJN Mutsuki
jp_destroyer_mutsuki_EC_0;Mutsuki-class (1941)
jp_destroyer_mutsuki_EC_1;Mutsuki
jp_destroyer_mutsuki_EC_2;Mutsuki
jp_destroyer_fubuki_shop;IJN Ayanami
jp_destroyer_fubuki_0;Fubuki-class, IJN Ayanami, 1936
jp_destroyer_fubuki_1;IJN Ayanami
